scorer,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000,DLC_resnet101_guitest6-25shuffle1_50000
bodyparts,lefthand,lefthand,lefthand,righthand,righthand,righthand,leftfoot,leftfoot,leftfoot,rightfoot,rightfoot,rightfoot,mouth,mouth,mouth
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
39,1327.173828125,403.0425109863281,0.9274187088012695,1270.8179931640625,290.57635498046875,0.5274853706359863,1541.1650390625,129.05328369140625,0.9732629656791687,1222.8431396484375,437.5845947265625,0.8829542398452759,1295.0064697265625,349.4304504394531,0.8391552567481995
40,1308.7080078125,418.59075927734375,0.6110941171646118,1270.2933349609375,290.5250549316406,0.5643669366836548,1520.9171142578125,292.5690612792969,0.4425451159477234,1197.941162109375,438.5557861328125,0.7034256458282471,1281.8878173828125,360.5577392578125,0.9896644353866577
41,1290.7376708984375,422.31744384765625,0.5509446263313293,1270.29736328125,290.7834167480469,0.6117591857910156,1520.48193359375,295.01397705078125,0.40300923585891724,1269.892578125,290.5244140625,0.5938141942024231,1269.7418212890625,362.0281066894531,0.9921010732650757
42,1519.672607421875,294.5288391113281,0.5737426280975342,1269.1102294921875,289.8795471191406,0.597131073474884,1520.5589599609375,295.2486877441406,0.2865036129951477,1369.0504150390625,184.33497619628906,0.9530304074287415,1264.27978515625,355.5168762207031,0.9769206047058105
43,1271.3062744140625,284.11553955078125,0.7846204042434692,1269.8336181640625,287.6827697753906,0.7552310228347778,1518.637939453125,290.44482421875,0.13300317525863647,1334.5279541015625,190.1270751953125,0.9743791818618774,1156.9278564453125,371.696533203125,0.9636653661727905
44,1271.566650390625,284.2486267089844,0.865967869758606,1271.060546875,285.98187255859375,0.7562180161476135,1521.67333984375,287.07855224609375,0.4190211296081543,1335.54052734375,184.78369140625,0.9767553806304932,1250.383056640625,345.01397705078125,0.9618857502937317
45,1270.760498046875,286.0824890136719,0.9114476442337036,1270.189453125,285.6731262207031,0.754108190536499,1519.0770263671875,288.16241455078125,0.3221057653427124,1333.3349609375,184.5111846923828,0.9849610328674316,1141.3009033203125,330.6404724121094,0.9917731285095215
46,1263.2093505859375,290.0738830566406,0.9855168461799622,1263.39111328125,288.5449523925781,0.710421621799469,1515.437255859375,289.10986328125,0.6276313066482544,1330.5003662109375,184.15255737304688,0.9796837568283081,1128.4022216796875,322.2875671386719,0.9864944219589233
47,1150.1868896484375,407.78607177734375,0.18605229258537292,1148.553955078125,408.9449157714844,0.4883982241153717,1512.9959716796875,290.33917236328125,0.645317792892456,1332.9495849609375,185.13031005859375,0.9778969287872314,1099.8538818359375,325.4847717285156,0.9840288162231445
48,1152.8367919921875,275.6431884765625,0.19600927829742432,1139.3739013671875,407.66351318359375,0.46581172943115234,1279.6864013671875,408.85736083984375,0.3943311870098114,1332.61181640625,185.295654296875,0.9764273166656494,1092.041015625,323.2686462402344,0.9921469688415527
49,1281.2265625,406.00970458984375,0.07799184322357178,1121.2802734375,399.5754699707031,0.25752055644989014,1381.884033203125,354.004150390625,0.6083462238311768,1331.9591064453125,185.0950927734375,0.9597806930541992,1185.1541748046875,330.0434265136719,0.7618378400802612
50,1278.0479736328125,406.3134765625,0.1091645359992981,1277.17626953125,407.9196472167969,0.23100224137306213,1278.59814453125,405.97723388671875,0.5386008620262146,1329.8155517578125,185.14137268066406,0.9267399311065674,1177.3773193359375,314.6832275390625,0.7140684127807617
51,1097.1612548828125,364.7748718261719,0.1670571267604828,1096.14599609375,367.3558044433594,0.49766629934310913,1348.0177001953125,358.64215087890625,0.6504762172698975,1329.16748046875,185.57379150390625,0.927337646484375,1041.1690673828125,277.4971923828125,0.8738815784454346
52,1475.4393310546875,227.10964965820312,0.13889789581298828,1471.8826904296875,228.03575134277344,0.8650745153427124,1347.146484375,358.5825500488281,0.6079298853874207,1324.996826171875,184.5522003173828,0.9125691056251526,1139.390625,294.49114990234375,0.9813309907913208
53,1466.8887939453125,241.90438842773438,0.30549654364585876,1462.055419921875,242.3116455078125,0.9401994943618774,1345.86083984375,359.7886047363281,0.6718901991844177,1317.2103271484375,185.97047424316406,0.9242814183235168,1004.8591918945312,321.7442626953125,0.7203003764152527
54,1098.388427734375,371.6163330078125,0.24964606761932373,1096.2706298828125,374.2469787597656,0.8360481262207031,1343.8411865234375,360.09228515625,0.592313826084137,1317.7135009765625,186.3043212890625,0.7440450191497803,992.91064453125,339.2300720214844,0.9328241944313049
55,1359.021484375,259.6964111328125,0.2772250771522522,1355.132080078125,261.6148376464844,0.7541658878326416,1310.6495361328125,189.1067352294922,0.7181808352470398,1344.9609375,360.17156982421875,0.6403559446334839,979.1586303710938,330.65045166015625,0.8688246607780457
56,1133.906494140625,229.0514373779297,0.44794899225234985,1413.6446533203125,240.683837890625,0.8442738652229309,1342.34716796875,362.4333190917969,0.6377593278884888,1267.3204345703125,192.70887756347656,0.790924072265625,1272.48193359375,196.0353240966797,0.7729631662368774
57,1387.07958984375,234.5800018310547,0.5628024935722351,1384.8104248046875,232.276123046875,0.8872133493423462,1342.44189453125,363.322998046875,0.6900254487991333,1203.7662353515625,196.6282196044922,0.9488143920898438,934.83642578125,330.302978515625,0.9710137844085693
58,1129.572509765625,227.04734802246094,0.1915864646434784,1129.2825927734375,228.97169494628906,0.8883726000785828,1336.8995361328125,360.2599182128906,0.5637853741645813,1176.9183349609375,198.01893615722656,0.8913484811782837,916.0299682617188,343.38922119140625,0.9710686206817627
59,1341.799560546875,217.97052001953125,0.30342018604278564,1108.5535888671875,231.94851684570312,0.8399089574813843,1332.5987548828125,358.68267822265625,0.6488149762153625,1173.1217041015625,196.53199768066406,0.9873743653297424,911.8494262695312,346.968505859375,0.8595022559165955
60,1000.6856079101562,365.6171569824219,0.2586694061756134,1325.99072265625,221.00491333007812,0.5775283575057983,1330.294189453125,357.12908935546875,0.6351333856582642,1169.178955078125,194.9608154296875,0.9760358333587646,906.3984985351562,353.89581298828125,0.7518446445465088
61,1316.311767578125,228.70245361328125,0.5491012334823608,1312.64599609375,228.9830322265625,0.796438455581665,1313.267578125,353.2872009277344,0.7505799531936646,1167.5340576171875,195.58241271972656,0.947871208190918,915.1041259765625,339.6165466308594,0.9473382830619812
62,965.58740234375,257.27276611328125,0.6442385315895081,1225.90576171875,259.964599609375,0.772168755531311,1166.8221435546875,194.88204956054688,0.23518002033233643,1169.943603515625,196.14453125,0.962293267250061,928.9823608398438,329.7611083984375,0.9084923267364502
63,966.3489990234375,257.1168518066406,0.5286949276924133,1223.3905029296875,258.54315185546875,0.8392938375473022,1197.618896484375,357.46630859375,0.30359935760498047,1200.9591064453125,356.56689453125,0.966541051864624,935.493408203125,327.9147644042969,0.9439774751663208
64,1312.9281005859375,246.74229431152344,0.23409146070480347,1222.4093017578125,257.7736511230469,0.8361016511917114,1201.96923828125,352.3871765136719,0.5056167244911194,1169.486083984375,196.0249481201172,0.9638949632644653,940.3656616210938,325.681396484375,0.8623882532119751
65,967.5369262695312,262.69610595703125,0.2592394948005676,1224.494384765625,258.6824951171875,0.8748717308044434,1200.02197265625,355.64996337890625,0.487966388463974,1169.0323486328125,195.60096740722656,0.9594364166259766,932.9754028320312,342.5911560058594,0.8761698007583618
66,999.6963500976562,363.5906066894531,0.3765736222267151,1223.7366943359375,258.65093994140625,0.8829867839813232,1165.947509765625,195.96327209472656,0.4873250722885132,1201.9151611328125,353.68658447265625,0.9507312774658203,925.4830322265625,363.3755187988281,0.5518883466720581
67,998.3165893554688,364.9588623046875,0.38450193405151367,1221.2274169921875,257.98773193359375,0.8581804037094116,1199.1082763671875,355.4901123046875,0.36742299795150757,1201.242431640625,354.4266357421875,0.9619110226631165,912.7916870117188,373.99395751953125,0.6738982796669006
68,997.9677124023438,364.7782287597656,0.3858308792114258,1218.06298828125,261.1899108886719,0.7798962593078613,1164.2962646484375,195.96495056152344,0.38355979323387146,1200.7137451171875,354.8816223144531,0.9567572474479675,909.5728759765625,373.1143493652344,0.7886652946472168
69,997.3687744140625,366.2154541015625,0.48525914549827576,1216.0462646484375,261.57794189453125,0.7800904512405396,1163.64013671875,195.65390014648438,0.32542508840560913,1200.2630615234375,355.4334411621094,0.9645352363586426,891.8329467773438,391.78790283203125,0.7282891273498535
70,997.8206787109375,366.1216125488281,0.6352349519729614,954.1029052734375,435.5243225097656,0.6177017092704773,1160.6141357421875,194.15870666503906,0.38642632961273193,1199.09130859375,356.25457763671875,0.9684774875640869,884.7039794921875,398.0272216796875,0.7381712198257446
71,998.4514770507812,366.42340087890625,0.819757342338562,1199.729248046875,262.7366943359375,0.8018708825111389,1159.899658203125,195.515869140625,0.3283214569091797,1197.165283203125,357.03594970703125,0.9570506811141968,877.1874389648438,403.5772705078125,0.6744087934494019
72,998.7366333007812,366.67236328125,0.8595850467681885,949.7113647460938,443.6591796875,0.6346994638442993,1158.0211181640625,195.48587036132812,0.43922802805900574,1195.6241455078125,357.8599548339844,0.9272788763046265,877.3643798828125,402.7616271972656,0.8656966686248779
73,999.183837890625,365.429443359375,0.8532145619392395,1193.803466796875,263.2555847167969,0.6409534215927124,1157.8094482421875,195.3695068359375,0.4634881019592285,1195.576171875,358.1920471191406,0.9155062437057495,871.743896484375,403.0198059082031,0.8406741619110107
74,999.156982421875,365.5065612792969,0.8567986488342285,1190.955322265625,262.82037353515625,0.9085572361946106,1154.9976806640625,194.81822204589844,0.5669522285461426,1157.2301025390625,194.3544158935547,0.8405861854553223,872.6027221679688,402.4346618652344,0.8969359397888184
75,998.7927856445312,366.9016418457031,0.8584060668945312,1184.9559326171875,262.1788635253906,0.8698149919509888,1154.2197265625,194.8195343017578,0.5875206589698792,1154.7020263671875,193.7023468017578,0.8885478973388672,867.5501098632812,404.2708740234375,0.9249895215034485
76,998.4946899414062,366.7718811035156,0.8645409345626831,1255.0994873046875,251.24948120117188,0.7493931651115417,1151.942626953125,195.34487915039062,0.640001118183136,1155.9552001953125,357.7789306640625,0.97226881980896,856.859375,408.5130615234375,0.754284143447876
77,998.2310791015625,366.8755798339844,0.881242036819458,1253.156982421875,259.46807861328125,0.8722741603851318,1152.716064453125,194.22183227539062,0.7416753768920898,1141.4398193359375,349.9124755859375,0.9565138816833496,850.921630859375,415.57159423828125,0.9550970196723938
78,997.601806640625,367.7626037597656,0.9405919313430786,1163.1341552734375,269.91839599609375,0.59441077709198,1151.7835693359375,195.5838623046875,0.9616466164588928,1141.2296142578125,351.52740478515625,0.9245191216468811,849.1737670898438,415.466796875,0.9082745313644409
79,996.417724609375,368.8943176269531,0.9548152089118958,1154.916748046875,275.3557434082031,0.8828153014183044,1149.7578125,196.93052673339844,0.9601331949234009,1141.506103515625,350.9639587402344,0.9261823296546936,836.7894897460938,420.4970703125,0.8661102056503296
80,995.175048828125,369.4689025878906,0.9756428003311157,1230.976318359375,272.8103942871094,0.5631051659584045,1137.582275390625,354.14605712890625,0.29798102378845215,1140.330078125,352.4223327636719,0.9080170392990112,817.2633666992188,431.08184814453125,0.7009291052818298
81,994.2039794921875,370.005615234375,0.9807572364807129,901.2479858398438,460.3916015625,0.4737359285354614,1137.1458740234375,354.8229675292969,0.3928748667240143,999.1189575195312,235.31069946289062,0.9335253238677979,908.8042602539062,364.46759033203125,0.35912251472473145
82,992.4468383789062,371.9234924316406,0.9931308031082153,1121.088623046875,219.75100708007812,0.5937740802764893,1137.8828125,355.55999755859375,0.7904235124588013,979.8935546875,241.71205139160156,0.9754050374031067,901.8967895507812,372.895751953125,0.5633982419967651
83,992.0934448242188,371.5075988769531,0.9886143803596497,1122.8404541015625,218.97731018066406,0.7821136713027954,1135.4952392578125,357.9615478515625,0.8127236366271973,975.5452270507812,237.083984375,0.9653878211975098,980.4937744140625,237.12744140625,0.5145732164382935
84,991.3712768554688,371.1883239746094,0.9901273250579834,986.5765991210938,372.5440673828125,0.6454970836639404,1135.5391845703125,357.7540588378906,0.7206360101699829,974.55615234375,239.4315948486328,0.9795665740966797,981.349609375,236.77078247070312,0.3557223677635193
85,990.8179321289062,371.0845947265625,0.9880267977714539,986.3333740234375,372.5692443847656,0.6732507944107056,1134.5350341796875,357.15289306640625,0.629359245300293,974.4310302734375,238.55946350097656,0.9790080785751343,799.4320068359375,446.9228210449219,0.40730994939804077
86,991.1098022460938,370.8443908691406,0.9868118166923523,1123.7281494140625,218.18492126464844,0.6683449149131775,1134.7052001953125,357.467529296875,0.6868675947189331,975.8984375,236.42530822753906,0.9874119758605957,799.9400024414062,447.51678466796875,0.4090574383735657
87,990.7312622070312,371.2382507324219,0.9820159673690796,1122.611083984375,219.23553466796875,0.8050616383552551,1092.911376953125,365.03887939453125,0.23836305737495422,975.9417114257812,236.5231170654297,0.9852191805839539,890.3331909179688,373.2397155761719,0.41438761353492737
88,989.7534790039062,372.0133972167969,0.9657601118087769,886.4957885742188,317.07513427734375,0.617580771446228,1073.6104736328125,375.7236633300781,0.5584014058113098,974.6513061523438,238.81541442871094,0.9869523048400879,891.0990600585938,372.394775390625,0.6640603542327881
89,989.5205078125,372.1596374511719,0.9681130647659302,1173.70751953125,208.64761352539062,0.766477108001709,1074.0286865234375,375.64691162109375,0.631502628326416,976.4917602539062,239.31002807617188,0.9926667213439941,890.290771484375,371.2583312988281,0.6780034303665161
90,988.0264892578125,372.8634338378906,0.9707838296890259,1132.3177490234375,228.84666442871094,0.8615067005157471,1073.720703125,376.61614990234375,0.41988492012023926,975.3909301757812,240.6608428955078,0.9954814910888672,901.166015625,370.1315612792969,0.9614932537078857
91,984.4345703125,375.5288391113281,0.9039807319641113,1132.9151611328125,228.50146484375,0.8290722370147705,1074.0977783203125,376.3643493652344,0.49879294633865356,975.2734375,240.69024658203125,0.9953504204750061,906.531982421875,368.6226501464844,0.7048550844192505
92,1136.55322265625,226.82135009765625,0.7312315702438354,1135.4556884765625,228.11932373046875,0.8599836230278015,1074.164306640625,376.3247985839844,0.5715715885162354,974.8277587890625,240.89431762695312,0.9950900077819824,830.7378540039062,402.84869384765625,0.7171400189399719
93,1174.9207763671875,214.47930908203125,0.3617324233055115,1092.0076904296875,255.9247283935547,0.9210759997367859,1074.07373046875,376.7933349609375,0.6432301998138428,974.0307006835938,240.7020721435547,0.9940342903137207,902.2020263671875,347.4272155761719,0.6502408981323242
